0 0 0 0
7.32422e-06 0 0 0
1.46484e-05 0 0 0
2.19727e-05 0 0 0
2.92969e-05 0 0 0
3.66211e-05 0 0 0
4.39453e-05 0 0 0
5.12695e-05 0 0 0
5.85937e-05 0 0 0
6.5918e-05 0 0 0
7.32422e-05 0 0 0
8.05664e-05 0 0 0
8.78906e-05 0 0 0
9.52148e-05 0 0 0
0.000102539 0 0 0
0.000109863 0 0 0
0.000117187 0 0 0
0.000124512 0 0 0
0.000131836 0 0 0
0.00013916 0 0 0
0.000146484 0 0 0
0.000153809 0 0 0
0.000161133 0 0 0
0.000168457 0 0 0
0.000175781 0 0 0
0.000183105 0 0 0
0.00019043 0 0 0
0.000197754 0 0 0
0.000205078 0 0 0
0.000212402 0 0 0
0.000219727 0 0 0
0.000227051 0 0 0
0.000234375 0 0 0
0.000241699 0 0 0
0.000249023 0 0 0
0.000256348 0 0 0
0.000263672 0 0 0
0.000270996 0 0 0
0.00027832 0 0 0
0.000285645 0 0 0
0.000292969 0 0 0
0.000300293 0 0 0
0.000307617 0 0 0
0.000314941 0 0 0
0.000322266 0 0 0
0.00032959 0 0 0
0.000336914 0 0 0
0.000344238 0 0 0
0.000351562 0 0 0
0.000358887 0 0 0
0.000366211 0 0 0
0.000373535 0 0 0
0.000380859 0 0 0
0.000388184 0 0 0
0.000395508 0 0 0
0.000402832 0 0 0
0.000410156 0 0 0
0.00041748 0 0 0
0.000424805 0 0 0
0.000432129 0 0 0
0.000439453 0 0 0
0.000446777 0 0 0
0.000454102 0 0 0
0.000461426 0 0 0
0.00046875 0 0 0
0.000476074 0 0 0
0.000483398 0 0 0
0.000490723 0 0 0
0.000498047 0 0 0
0.000505371 0 0 0
0.000512695 0 0 0
0.00052002 0 0 0
0.000527344 0 0 0
0.000534668 0 0 0
0.000541992 0 0 0
0.000549316 0 0 0
0.000556641 0 0 0
0.000563965 0 0 0
0.000571289 0 0 0
0.000578613 0 0 0
0.000585937 0 0 0
0.000593262 0 0 0
0.000600586 0 0 0
0.00060791 0 0 0
0.000615234 0 0 0
0.000622559 0 0 0
0.000629883 0 0 0
0.000637207 0 0 0
0.000644531 0 0 0
0.000651855 0 0 0
0.00065918 0 0 0
0.000666504 0 0 0
0.000673828 0 0 0
0.000681152 0 0 0
0.000688477 0 0 0
0.000695801 0 0 0
0.000703125 0 0 0
0.000710449 0 0 0
0.000717773 0 0 0
0.000725098 0 0 0
0.000732422 0 0 0
0.000739746 0 0 0
0.00074707 0 0 0
0.000754395 0 0 0
0.000761719 0 0 0
0.000769043 0 0 0
0.000776367 0 0 0
0.000783691 0 0 0
0.000791016 0 0 0
0.00079834 0 0 0
0.000805664 0 0 0
0.000812988 0 0 0
0.000820312 0 0 0
0.000827637 0 0 0
0.000834961 0 0 0
0.000842285 0 0 0
0.000849609 0 0 0
0.000856934 0 0 0
0.000864258 0 0 0
0.000871582 0 0 0
0.000878906 0 0 0
0.00088623 0 0 0
0.000893555 0 0 0
0.000900879 0 0 0
0.000908203 0 0 0
0.000915527 0 0 0
0.000922852 0 0 0
0.000930176 0 0 0
0.0009375 0 0 0
0.000944824 0 0 0
0.000952148 0 0 0
0.000959473 0 0 0
0.000966797 0 0 0
0.000974121 0 0 0
0.000981445 0 0 0
0.00098877 0 0 0
0.000996094 0 0 0
0.00100342 0 0 0
0.00101074 0 0 0
0.00101807 0 0 0
0.00102539 0 0 0
0.00103271 0 0 0
0.00104004 0 0 0
0.00104736 0 0 0
0.00105469 0 0 0
0.00106201 0 0 0
0.00106934 0 0 0
0.00107666 0 0 0
0.00108398 0 0 0
0.00109131 0 0 0
0.00109863 0 0 0
0.00110596 0 0 0
0.00111328 0 0 0
0.00112061 0 0 0
0.00112793 0 0 0
0.00113525 0 0 0
0.00114258 0 0 0
0.0011499 0 0 0
0.00115723 0 0 0
0.00116455 0 0 0
0.00117187 0 0 0
0.0011792 0 0 0
0.00118652 0 0 0
0.00119385 0 0 0
0.00120117 0 0 0
0.0012085 0 0 0
0.00121582 0 0 0
0.00122314 0 0 0
0.00123047 0 0 0
0.00123779 0 0 0
0.00124512 0 0 0
0.00125244 0 0 0
0.00125977 0 0 0
0.00126709 0 0 0
0.00127441 0 0 0
0.00128174 0 0 0
0.00128906 0 0 0
0.00129639 0 0 0
0.00130371 0 0 0
0.00131104 0 0 0
0.00131836 0 0 0
0.00132568 0 0 0
0.00133301 0 0 0
0.00134033 0 0 0
0.00134766 0 0 0
